experiment,bw_gbps,epsilon_abs,epsilon_norm,token_ref,object_id,object_type,n_tokens,p_reuse,q_star_offline,q_star_pred,offline_cost,predicted_cost
H5,2.0,51.888,0.008,6486,session_024,session,204,0.566105,int4,int4,5.528269,5.486233
H5,2.0,51.888,0.008,6486,prefix_004,prefix,145,0.792835,sparse_k,int4,4.847865,3.627036
H5,2.0,51.888,0.008,6486,session_021,session,192,0.595457,int4,int4,5.348407,5.032926
H5,2.0,51.888,0.008,6486,prefix_018,prefix,122,0.891456,sparse_k,int4,4.654696,3.153615
H5,2.0,51.888,0.008,6486,prefix_016,prefix,136,0.790113,sparse_k,int4,4.643967,3.424992
H5,2.0,51.888,0.008,6486,session_023,session,202,0.526862,int4,int4,5.365517,5.408016
H5,2.0,51.888,0.008,6486,prefix_002,prefix,113,0.929799,sparse_k,int4,4.588355,3.006746
H5,2.0,51.888,0.008,6486,prefix_010,prefix,129,0.806744,sparse_k,int4,4.54551,3.282773
H5,2.0,51.888,0.008,6486,prefix_012,prefix,145,0.657071,sparse_k,int4,4.440574,3.627036
H5,2.0,51.888,0.008,6486,session_022,session,122,0.75459,sparse_k,int4,4.244096,3.153615
H5,2.0,51.888,0.008,6486,session_033,session,157,0.568267,sparse_k,int4,4.443877,3.930013
H5,2.0,51.888,0.008,6486,rag_029,rag,133,0.651074,sparse_k,int4,4.162854,3.362442
H5,2.0,51.888,0.008,6486,session_016,session,158,0.520657,sparse_k,int4,4.323976,3.956993
H5,2.0,51.888,0.008,6486,rag_024,rag,133,0.595771,sparse_k,int4,3.996945,3.362442
H5,2.0,51.888,0.008,6486,rag_006,rag,97,0.761774,sparse_k,int4,3.775722,2.798953
H5,2.0,51.888,0.008,6486,prefix_009,prefix,74,0.95,sparse_k,int4,3.927963,2.619796
H5,2.0,51.888,0.008,6486,rag_022,rag,142,0.490064,sparse_k,int4,3.873685,3.55729
H5,2.0,51.888,0.008,6486,rag_020,rag,98,0.679612,sparse_k,int4,3.547999,2.809941
H5,2.0,51.888,0.008,6486,rag_016,rag,148,0.438771,sparse_k,int4,3.852166,3.699182
H5,2.0,51.888,0.008,6486,rag_045,rag,131,0.493594,sparse_k,int4,3.648098,3.322075
H5,2.0,51.888,0.008,6486,rag_026,rag,146,0.429157,sparse_k,int4,3.778925,3.650818
H5,2.0,51.888,0.008,6486,session_004,session,112,0.497442,sparse_k,int4,3.271479,2.99176
H5,2.0,51.888,0.008,6486,rag_011,rag,79,0.692923,sparse_k,int4,3.24327,2.646748
H5,2.0,51.888,0.008,6486,session_014,session,91,0.575879,sparse_k,int4,3.106906,2.738623
H5,2.0,51.888,0.008,6486,rag_046,rag,107,0.457654,sparse_k,int4,3.054129,2.920827
H5,2.0,51.888,0.008,6486,prefix_000,prefix,82,0.58405,sparse_k,int4,2.969405,2.666119
H5,2.0,51.888,0.008,6486,session_019,session,215,0.221585,int4,int4,4.74498,5.935482
H5,2.0,51.888,0.008,6486,rag_025,rag,73,0.632115,sparse_k,int4,2.957209,2.615205
H5,2.0,51.888,0.008,6486,rag_032,rag,64,0.720007,sparse_k,int4,3.070112,2.585881
H5,2.0,51.888,0.008,6486,rag_040,rag,75,0.593958,sparse_k,int4,2.877006,2.624653
H5,2.0,51.888,0.008,6486,rag_003,rag,90,0.487431,sparse_k,int4,2.823283,2.7295
H5,2.0,51.888,0.008,6486,rag_010,rag,95,0.454946,sparse_k,int4,2.817915,2.777777
H5,2.0,51.888,0.008,6486,prefix_007,prefix,48,0.863395,sparse_k,int4,3.246112,2.587058
H5,2.0,51.888,0.008,6486,prefix_005,prefix,55,0.728291,sparse_k,int4,2.949811,2.578147
H5,2.0,51.888,0.008,6486,rag_009,rag,103,0.382828,sparse_k,int4,2.752513,2.868879
H5,2.0,51.888,0.008,6486,rag_051,rag,56,0.550384,sparse_k,int4,2.431941,2.57794
H5,2.0,51.888,0.008,6486,longtail_086,longtail,74,0.367763,sparse_k,int4,2.181251,2.619796
H5,2.0,51.888,0.008,6486,rag_007,rag,50,0.538277,sparse_k,int4,2.301557,2.583179
H5,2.0,51.888,0.008,6486,rag_017,rag,61,0.345607,sparse_k,int4,1.897902,2.580904
H5,2.0,51.888,0.008,6486,longtail_060,longtail,92,0.210863,sparse_k,int4,2.030207,2.748011
H5,2.0,51.888,0.008,6486,rag_037,rag,34,0.526006,sparse_k,sparse_k,2.02612,2.608866
H5,2.0,51.888,0.008,6486,longtail_024,longtail,53,0.318248,sparse_k,int4,1.688189,2.57936
H5,2.0,51.888,0.008,6486,rag_038,rag,41,0.409188,sparse_k,sparse_k,1.777877,2.600056
H5,2.0,51.888,0.008,6486,longtail_030,longtail,36,0.194314,sparse_k,sparse_k,1.059902,2.60385
H5,2.0,51.888,0.008,6486,longtail_071,longtail,34,0.201726,sparse_k,sparse_k,1.053279,2.608866
H5,2.0,51.888,0.008,6486,longtail_028,longtail,40,0.163265,sparse_k,sparse_k,1.0253,2.599815
H5,2.0,51.888,0.008,6486,longtail_042,longtail,24,0.236443,sparse_k,int4,0.988939,2.380764
H5,2.0,51.888,0.008,6486,longtail_032,longtail,36,0.137895,sparse_k,sparse_k,0.890644,2.60385
H5,2.0,51.888,0.008,6486,longtail_008,longtail,48,0.06603,sparse_k,int4,0.854016,2.587058
H5,4.0,3.243,0.0005,6486,prefix_003,prefix,168,0.917029,int8,int8,7.359819,7.265459
H5,4.0,3.243,0.0005,6486,session_025,session,211,0.693205,full,full,8.409615,9.33
H5,4.0,3.243,0.0005,6486,prefix_017,prefix,165,0.863716,int8,int8,7.08095,7.123321
H5,4.0,3.243,0.0005,6486,session_029,session,253,0.546582,full,full,9.229745,10.59
H5,4.0,3.243,0.0005,6486,session_007,session,186,0.696013,int8,int8,7.438334,8.168666
H5,4.0,3.243,0.0005,6486,session_013,session,194,0.641399,int8,int8,7.61947,8.597812
H5,4.0,3.243,0.0005,6486,session_028,session,219,0.562378,full,full,8.257133,9.57
H5,4.0,3.243,0.0005,6486,session_030,session,195,0.602691,int8,int8,7.547135,8.652654
H5,4.0,3.243,0.0005,6486,session_024,session,204,0.566105,full,full,7.818315,9.12
H5,4.0,3.243,0.0005,6486,prefix_004,prefix,145,0.792835,int8,int8,6.109473,6.237036
H5,4.0,3.243,0.0005,6486,session_021,session,192,0.595457,int8,int8,7.394512,8.488926
H5,4.0,3.243,0.0005,6486,prefix_018,prefix,122,0.891456,int8,int8,5.605867,5.349615
H5,4.0,3.243,0.0005,6486,prefix_016,prefix,136,0.790113,int8,int8,5.779146,5.872992
H5,4.0,3.243,0.0005,6486,session_023,session,202,0.526862,int8,int8,7.630309,9.044016
H5,4.0,3.243,0.0005,6486,prefix_002,prefix,113,0.929799,int8,int8,5.429374,5.040746
H5,4.0,3.243,0.0005,6486,prefix_010,prefix,129,0.806744,int8,int8,5.586758,5.604773
H5,4.0,3.243,0.0005,6486,prefix_012,prefix,145,0.657071,int8,int8,5.702181,6.237036
H5,4.0,3.243,0.0005,6486,session_022,session,122,0.75459,int8,int8,5.195267,5.349615
H5,4.0,3.243,0.0005,6486,session_033,session,157,0.568267,int8,int8,5.883963,6.756013
H5,4.0,3.243,0.0005,6486,rag_029,rag,133,0.651074,int8,int8,5.257305,5.756442
H5,4.0,3.243,0.0005,6486,session_016,session,158,0.520657,int8,int8,5.779447,6.800993
H5,4.0,3.243,0.0005,6486,rag_024,rag,133,0.595771,int8,int8,5.091396,5.756442
H5,4.0,3.243,0.0005,6486,rag_006,rag,97,0.761774,int8,int8,4.436641,4.544953
H5,4.0,3.243,0.0005,6486,prefix_009,prefix,74,0.95,int8,int8,4.365254,3.951796
H5,4.0,3.243,0.0005,6486,rag_022,rag,142,0.490064,int8,int8,5.092441,6.11329
H5,4.0,3.243,0.0005,6486,rag_020,rag,98,0.679612,int8,int8,4.219585,4.573941
H5,4.0,3.243,0.0005,6486,rag_016,rag,148,0.438771,int8,int8,5.157331,6.363182
H5,4.0,3.243,0.0005,6486,rag_045,rag,131,0.493594,int8,int8,4.715791,5.680075
H5,4.0,3.243,0.0005,6486,rag_026,rag,146,0.429157,int8,int8,5.054973,6.278818
H5,4.0,3.243,0.0005,6486,session_004,session,112,0.497442,int8,int8,4.100652,5.00776
H5,4.0,3.243,0.0005,6486,rag_011,rag,79,0.692923,int8,int8,3.725637,4.068748
H5,4.0,3.243,0.0005,6486,session_014,session,91,0.575879,int8,int8,3.705477,4.376623
H5,4.0,3.243,0.0005,6486,rag_046,rag,107,0.457654,int8,int8,3.825252,4.846827
H5,4.0,3.243,0.0005,6486,prefix_000,prefix,82,0.58405,int8,int8,3.479762,4.142119
H5,4.0,3.243,0.0005,6486,session_019,session,215,0.221585,full,full,7.114754,9.45
H5,4.0,3.243,0.0005,6486,rag_025,rag,73,0.632115,int8,int8,3.385721,3.929205
H5,4.0,3.243,0.0005,6486,rag_032,rag,64,0.720007,int8,int8,3.423149,3.737881
H5,4.0,3.243,0.0005,6486,rag_040,rag,75,0.593958,int8,int8,3.323156,3.974653
H5,4.0,3.243,0.0005,6486,rag_003,rag,90,0.487431,int8,int8,3.411738,4.3495
H5,4.0,3.243,0.0005,6486,rag_010,rag,95,0.454946,int8,int8,3.457737,4.487777
H5,4.0,3.243,0.0005,6486,prefix_007,prefix,48,0.863395,int8,int8,3.480694,3.451058
H5,4.0,3.243,0.0005,6486,prefix_005,prefix,55,0.728291,int8,int8,3.23374,3.568147
H5,4.0,3.243,0.0005,6486,rag_009,rag,103,0.382828,int8,int8,3.47861,4.722879
H5,4.0,3.243,0.0005,6486,rag_051,rag,56,0.550384,int8,int8,2.723234,3.58594
H5,4.0,3.243,0.0005,6486,longtail_086,longtail,74,0.367763,int8,int8,2.618542,3.951796
H5,4.0,3.243,0.0005,6486,rag_007,rag,50,0.538277,int8,int8,2.549846,3.483179
H5,4.0,3.243,0.0005,6486,rag_017,rag,61,0.345607,int8,int8,2.227195,3.678904
H5,4.0,3.243,0.0005,6486,longtail_060,longtail,92,0.210863,int8,int8,2.638973,4.404011
H5,4.0,3.243,0.0005,6486,rag_037,rag,34,0.526006,int8,int8,2.173569,3.256062
H5,4.0,3.243,0.0005,6486,longtail_024,longtail,53,0.318248,int8,int8,1.957626,3.53336
H5,4.0,3.243,0.0005,6486,rag_038,rag,41,0.409188,int8,int8,1.966966,3.34703
H5,4.0,3.243,0.0005,6486,longtail_030,longtail,36,0.194314,int8,int8,1.218855,3.28072
H5,4.0,3.243,0.0005,6486,longtail_071,longtail,34,0.201726,int8,int8,1.200728,3.256062
H5,4.0,3.243,0.0005,6486,longtail_028,longtail,40,0.163265,int8,int8,1.208205,3.333235
H5,4.0,3.243,0.0005,6486,longtail_042,longtail,24,0.236443,int8,int8,0.998465,2.668764
H5,4.0,3.243,0.0005,6486,longtail_032,longtail,36,0.137895,int8,int8,1.049597,3.28072
H5,4.0,3.243,0.0005,6486,longtail_008,longtail,48,0.06603,int8,int8,1.088599,3.451058
H5,4.0,6.486,0.001,6486,prefix_003,prefix,168,0.917029,int8,int8,6.315453,6.163753
H5,4.0,6.486,0.001,6486,session_025,session,211,0.693205,int8,int8,6.892015,7.828538
H5,4.0,6.486,0.001,6486,prefix_017,prefix,165,0.863716,int8,int8,6.07355,6.06061
H5,4.0,6.486,0.001,6486,session_029,session,253,0.546582,int8,int8,7.803256,9.791034
H5,4.0,6.486,0.001,6486,session_007,session,186,0.696013,int8,int8,6.158186,6.818233
H5,4.0,6.486,0.001,6486,session_013,session,194,0.641399,int8,int8,6.226833,7.128714
H5,4.0,6.486,0.001,6486,session_028,session,219,0.562378,int8,int8,6.746823,8.176714
H5,4.0,6.486,0.001,6486,session_030,session,195,0.602691,int8,int8,6.140105,7.168373
H5,4.0,6.486,0.001,6486,session_024,session,204,0.566105,int8,int8,6.298222,7.533779
H5,4.0,6.486,0.001,6486,prefix_004,prefix,145,0.792835,int8,int8,5.331489,5.416339
H5,4.0,6.486,0.001,6486,session_021,session,192,0.595457,int8,int8,6.030442,7.049963
H5,4.0,6.486,0.001,6486,prefix_018,prefix,122,0.891456,int8,int8,5.055118,4.768628
H5,4.0,6.486,0.001,6486,prefix_016,prefix,136,0.790113,int8,int8,5.094743,5.151013
H5,4.0,6.486,0.001,6486,session_023,session,202,0.526862,int8,int8,6.120447,7.451258
H5,4.0,6.486,0.001,6486,prefix_002,prefix,113,0.929799,int8,int8,4.956886,4.542316
H5,4.0,6.486,0.001,6486,prefix_010,prefix,129,0.806744,int8,int8,4.970995,4.955203
H5,4.0,6.486,0.001,6486,prefix_012,prefix,145,0.657071,int8,int8,4.924198,5.416339
H5,4.0,6.486,0.001,6486,session_022,session,122,0.75459,int8,int8,4.644518,4.768628
H5,4.0,6.486,0.001,6486,session_033,session,157,0.568267,int8,int8,4.971882,5.793855
H5,4.0,6.486,0.001,6486,rag_029,rag,133,0.651074,int8,int8,4.602763,5.065963
H5,4.0,6.486,0.001,6486,session_016,session,158,0.520657,int8,int8,4.85571,5.82654
H5,4.0,6.486,0.001,6486,rag_024,rag,133,0.595771,int8,int8,4.436854,5.065963
H5,4.0,6.486,0.001,6486,rag_006,rag,97,0.761774,int8,int8,4.088482,4.177679
H5,4.0,6.486,0.001,6486,prefix_009,prefix,74,0.95,int8,int8,4.162627,3.738043
H5,4.0,6.486,0.001,6486,rag_022,rag,142,0.490064,int8,int8,4.346317,5.326201
H5,4.0,6.486,0.001,6486,rag_020,rag,98,0.679612,int8,int8,3.86421,4.199055
H5,4.0,6.486,0.001,6486,rag_016,rag,148,0.438771,int8,int8,4.346823,5.508174
H5,4.0,6.486,0.001,6486,rag_045,rag,131,0.493594,int8,int8,4.080786,5.010206
H5,4.0,6.486,0.001,6486,rag_026,rag,146,0.429157,int8,int8,4.266222,5.446762
H5,4.0,6.486,0.001,6486,session_004,session,112,0.497442,int8,int8,3.636489,4.518113
H5,4.0,6.486,0.001,6486,rag_011,rag,79,0.692923,int8,int8,3.494703,3.825135
H5,4.0,6.486,0.001,6486,session_014,session,91,0.575879,int8,int8,3.399057,4.053379
H5,4.0,6.486,0.001,6486,rag_046,rag,107,0.457654,int8,int8,3.401607,4.399923
H5,4.0,6.486,0.001,6486,prefix_000,prefix,82,0.58405,int8,int8,3.230956,3.879652
H5,4.0,6.486,0.001,6486,session_019,session,215,0.221585,int8,int8,5.600207,8.001119
H5,4.0,6.486,0.001,6486,rag_025,rag,73,0.632115,int8,int8,3.188533,3.72119
H5,4.0,6.486,0.001,6486,rag_032,rag,64,0.720007,int4,int8,3.246275,3.577996
H5,4.0,6.486,0.001,6486,rag_040,rag,75,0.593958,int8,int8,3.115015,3.755085
H5,4.0,6.486,0.001,6486,rag_003,rag,90,0.487431,int8,int8,3.112015,4.033322
H5,4.0,6.486,0.001,6486,rag_010,rag,95,0.454946,int8,int8,3.123787,4.135492
H5,4.0,6.486,0.001,6486,prefix_007,prefix,48,0.863395,int4,int8,3.291203,3.361123
H5,4.0,6.486,0.001,6486,prefix_005,prefix,55,0.728291,int4,int8,3.045107,3.450068
H5,4.0,6.486,0.001,6486,rag_009,rag,103,0.382828,int8,int8,3.086048,4.308763
H5,4.0,6.486,0.001,6486,rag_051,rag,56,0.550384,int4,int8,2.535315,3.463528
H5,4.0,6.486,0.001,6486,longtail_086,longtail,74,0.367763,int8,int8,2.415915,3.738043
H5,4.0,6.486,0.001,6486,rag_007,rag,50,0.538277,int4,int8,2.359859,3.385593
H5,4.0,6.486,0.001,6486,rag_017,rag,61,0.345607,int4,int8,2.045069,3.533657
H5,4.0,6.486,0.001,6486,longtail_060,longtail,92,0.210863,int8,int8,2.325781,4.073624
H5,4.0,6.486,0.001,6486,rag_037,rag,34,0.526006,int4,int4,2.004119,3.078753
H5,4.0,6.486,0.001,6486,longtail_024,longtail,53,0.318248,int4,int8,1.768007,3.423713
H5,4.0,6.486,0.001,6486,rag_038,rag,41,0.409188,int4,int4,1.78387,3.203152
H5,4.0,6.486,0.001,6486,longtail_030,longtail,36,0.194314,int4,int4,1.044766,3.110526
H5,4.0,6.486,0.001,6486,longtail_071,longtail,34,0.201726,int4,int4,1.031278,3.078753
H5,4.0,6.486,0.001,6486,longtail_028,longtail,40,0.163265,int4,int4,1.026614,3.183119
H5,4.0,6.486,0.001,6486,longtail_042,longtail,24,0.236443,int4,int8,0.937699,2.646281
H5,4.0,6.486,0.001,6486,longtail_032,longtail,36,0.137895,int4,int4,0.875508,3.110526
H5,4.0,6.486,0.001,6486,longtail_008,longtail,48,0.06603,int4,int8,0.899108,3.361123
H5,4.0,12.972,0.002,6486,prefix_003,prefix,168,0.917029,int8,int8,5.79327,5.384729
H5,4.0,12.972,0.002,6486,session_025,session,211,0.693205,int8,int8,6.068315,6.599694
H5,4.0,12.972,0.002,6486,prefix_017,prefix,165,0.863716,int8,int8,5.56985,5.30916
H5,4.0,12.972,0.002,6486,session_029,session,253,0.546582,int8,int8,6.619,8.024292
H5,4.0,12.972,0.002,6486,session_007,session,186,0.696013,int8,int8,5.518112,5.863333
H5,4.0,12.972,0.002,6486,session_013,session,194,0.641399,int8,int8,5.530515,6.089906
H5,4.0,12.972,0.002,6486,session_028,session,219,0.562378,int8,int8,5.859478,6.852921
H5,4.0,12.972,0.002,6486,session_030,session,195,0.602691,int8,int8,5.436589,6.118827
H5,4.0,12.972,0.002,6486,session_024,session,204,0.566105,int8,int8,5.528269,6.385116
H5,4.0,12.972,0.002,6486,prefix_004,prefix,145,0.792835,int8,int8,4.942498,4.836018
H5,4.0,12.972,0.002,6486,session_021,session,192,0.595457,int8,int8,5.348407,6.032463
H5,4.0,12.972,0.002,6486,prefix_018,prefix,122,0.891456,int4,int8,4.690867,4.357808
H5,4.0,12.972,0.002,6486,prefix_016,prefix,136,0.790113,int8,int8,4.752541,4.640496
H5,4.0,12.972,0.002,6486,session_023,session,202,0.526862,int8,int8,5.365517,6.325008
H5,4.0,12.972,0.002,6486,prefix_002,prefix,113,0.929799,int4,int8,4.581874,4.189873
H5,4.0,12.972,0.002,6486,prefix_010,prefix,129,0.806744,int4,int8,4.619258,4.495887
H5,4.0,12.972,0.002,6486,prefix_012,prefix,145,0.657071,int8,int8,4.535206,4.836018
H5,4.0,12.972,0.002,6486,session_022,session,122,0.75459,int4,int8,4.280267,4.357808
H5,4.0,12.972,0.002,6486,session_033,session,157,0.568267,int8,int8,4.515841,5.113506
H5,4.0,12.972,0.002,6486,rag_029,rag,133,0.651074,int4,int8,4.259805,4.577721
H5,4.0,12.972,0.002,6486,session_016,session,158,0.520657,int8,int8,4.393841,5.137497
H5,4.0,12.972,0.002,6486,rag_024,rag,133,0.595771,int4,int8,4.093896,4.577721
H5,4.0,12.972,0.002,6486,rag_006,rag,97,0.761774,int4,int8,3.709141,3.917976
H5,4.0,12.972,0.002,6486,prefix_009,prefix,74,0.95,int4,int8,3.810254,3.586898
H5,4.0,12.972,0.002,6486,rag_022,rag,142,0.490064,int8,int8,3.973255,4.769645
H5,4.0,12.972,0.002,6486,rag_020,rag,98,0.679612,int4,int8,3.484585,3.93397
H5,4.0,12.972,0.002,6486,rag_016,rag,148,0.438771,int8,int8,3.941568,4.903591
H5,4.0,12.972,0.002,6486,rag_045,rag,131,0.493594,int4,int8,3.733291,4.536537
H5,4.0,12.972,0.002,6486,rag_026,rag,146,0.429157,int8,int8,3.871846,4.858409
H5,4.0,12.972,0.002,6486,session_004,session,112,0.497442,int4,int8,3.260652,4.17188
H5,4.0,12.972,0.002,6486,rag_011,rag,79,0.692923,int4,int8,3.133137,3.652874
H5,4.0,12.972,0.002,6486,session_014,session,91,0.575879,int4,int8,3.022977,3.824811
H5,4.0,12.972,0.002,6486,rag_046,rag,107,0.457654,int4,int8,3.022752,4.083914
H5,4.0,12.972,0.002,6486,prefix_000,prefix,82,0.58405,int4,int8,2.864762,3.694059
H5,4.0,12.972,0.002,6486,session_019,session,215,0.221585,int8,int8,4.74498,6.725241
H5,4.0,12.972,0.002,6486,rag_025,rag,73,0.632115,int4,int8,2.838221,3.574102
H5,4.0,12.972,0.002,6486,rag_032,rag,64,0.720007,int4,int4,2.943149,3.419761
H5,4.0,12.972,0.002,6486,rag_040,rag,75,0.593958,int4,int8,2.760656,3.599827
H5,4.0,12.972,0.002,6486,rag_003,rag,90,0.487431,int4,int8,2.736738,3.80975
H5,4.0,12.972,0.002,6486,rag_010,rag,95,0.454946,int4,int8,2.745237,3.886388
H5,4.0,12.972,0.002,6486,prefix_007,prefix,48,0.863395,int4,int4,3.120694,3.110116
H5,4.0,12.972,0.002,6486,prefix_005,prefix,55,0.728291,int4,int4,2.82124,3.228793
H5,4.0,12.972,0.002,6486,rag_009,rag,103,0.382828,int4,int8,2.70611,4.015939
H5,4.0,12.972,0.002,6486,rag_051,rag,56,0.550384,int4,int4,2.303234,3.24788
H5,4.0,12.972,0.002,6486,longtail_086,longtail,74,0.367763,int4,int8,2.063542,3.586898
H5,4.0,12.972,0.002,6486,rag_007,rag,50,0.538277,int4,int4,2.174846,3.141358
H5,4.0,12.972,0.002,6486,rag_017,rag,61,0.345607,int4,int4,1.769695,3.351308
H5,4.0,12.972,0.002,6486,longtail_060,longtail,92,0.210863,int4,int8,1.948973,3.840006
H5,4.0,12.972,0.002,6486,rag_037,rag,34,0.526006,int4,int4,1.918569,2.951124
H5,4.0,12.972,0.002,6486,longtail_024,longtail,53,0.318248,int4,int4,1.560126,3.19222
H5,4.0,12.972,0.002,6486,rag_038,rag,41,0.409188,int4,int4,1.659466,3.017559
H5,4.0,12.972,0.002,6486,longtail_030,longtail,36,0.194314,int4,int4,0.948855,2.96744
H5,4.0,12.972,0.002,6486,longtail_071,longtail,34,0.201726,int4,int4,0.945728,2.951124
H5,4.0,12.972,0.002,6486,longtail_028,longtail,40,0.163265,int4,int4,0.908205,3.006469
H5,4.0,12.972,0.002,6486,longtail_042,longtail,24,0.236443,int4,int8,0.895072,2.630382
H5,4.0,12.972,0.002,6486,longtail_032,longtail,36,0.137895,int4,int4,0.779597,2.96744
H5,4.0,12.972,0.002,6486,longtail_008,longtail,48,0.06603,int4,int4,0.728599,3.110116
H5,4.0,25.944,0.004,6486,prefix_003,prefix,168,0.917029,int4,int8,5.055453,4.833877
H5,4.0,25.944,0.004,6486,session_025,session,211,0.693205,int4,int8,5.309515,5.730769
H5,4.0,25.944,0.004,6486,prefix_017,prefix,165,0.863716,int4,int8,4.83605,4.777805
H5,4.0,25.944,0.004,6486,session_029,session,253,0.546582,int4,int8,5.905756,6.775017
H5,4.0,25.944,0.004,6486,session_007,session,186,0.696013,int4,int8,4.763186,5.188117
H5,4.0,25.944,0.004,6486,session_013,session,194,0.641399,int4,int8,4.771833,5.355357
H5,4.0,25.944,0.004,6486,session_028,session,219,0.562378,int4,int8,5.104323,5.916857
H5,4.0,25.944,0.004,6486,session_030,session,195,0.602691,int4,int8,4.677605,5.376686
H5,4.0,25.944,0.004,6486,session_024,session,204,0.566105,int4,int8,4.768222,5.572889
H5,4.0,25.944,0.004,6486,prefix_004,prefix,145,0.792835,int4,int8,4.243989,4.425669
H5,4.0,25.944,0.004,6486,session_021,session,192,0.595457,int4,int8,4.590442,5.312982
H5,4.0,25.944,0.004,6486,prefix_018,prefix,122,0.891456,int4,int8,4.140118,4.067314
H5,4.0,25.944,0.004,6486,prefix_016,prefix,136,0.790113,int4,int8,4.074743,4.279506
H5,4.0,25.944,0.004,6486,session_023,session,202,0.526862,int4,int8,4.605447,5.528629
H5,4.0,25.944,0.004,6486,prefix_002,prefix,113,0.929799,int4,int8,4.109386,3.940658
H5,4.0,25.944,0.004,6486,prefix_010,prefix,129,0.806744,int4,int8,4.003495,4.171101
H5,4.0,25.944,0.004,6486,prefix_012,prefix,145,0.657071,int4,int8,3.836698,4.425669
H5,4.0,25.944,0.004,6486,session_022,session,122,0.75459,int4,int8,3.729518,4.067314
H5,4.0,25.944,0.004,6486,session_033,session,157,0.568267,int4,int8,3.794382,4.632427
H5,4.0,25.944,0.004,6486,rag_029,rag,133,0.651074,int4,int8,3.605263,4.232482
H5,4.0,25.944,0.004,6486,session_016,session,158,0.520657,int4,int8,3.67071,4.65027
H5,4.0,25.944,0.004,6486,rag_024,rag,133,0.595771,int4,int8,3.439354,4.232482
H5,4.0,25.944,0.004,6486,rag_006,rag,97,0.761774,int4,int8,3.360982,3.734339
H5,4.0,25.944,0.004,6486,prefix_009,prefix,74,0.95,int4,int4,3.607627,3.255087
H5,4.0,25.944,0.004,6486,rag_022,rag,142,0.490064,int4,int8,3.281317,4.3761
H5,4.0,25.944,0.004,6486,rag_020,rag,98,0.679612,int4,int8,3.12921,3.746527
H5,4.0,25.944,0.004,6486,rag_016,rag,148,0.438771,int4,int8,3.236823,4.476087
H5,4.0,25.944,0.004,6486,rag_045,rag,131,0.493594,int4,int8,3.098286,4.201603
H5,4.0,25.944,0.004,6486,rag_026,rag,146,0.429157,int4,int8,3.171222,4.442381
H5,4.0,25.944,0.004,6486,session_004,session,112,0.497442,int4,int8,2.796489,3.927056
H5,4.0,25.944,0.004,6486,rag_011,rag,79,0.692923,int4,int4,2.902203,3.34677
H5,4.0,25.944,0.004,6486,session_014,session,91,0.575879,int4,int4,2.716557,3.605258
H5,4.0,25.944,0.004,6486,rag_046,rag,107,0.457654,int4,int8,2.599107,3.860461
H5,4.0,25.944,0.004,6486,prefix_000,prefix,82,0.58405,int4,int4,2.615956,3.406303
H5,4.0,25.944,0.004,6486,session_019,session,215,0.221585,int4,int8,3.987707,5.823059
H5,4.0,25.944,0.004,6486,rag_025,rag,73,0.632115,int4,int4,2.641033,3.237881
H5,4.0,25.944,0.004,6486,rag_032,rag,64,0.720007,int4,int4,2.791585,3.099992
H5,4.0,25.944,0.004,6486,rag_040,rag,75,0.593958,int4,int4,2.552515,3.272669
H5,4.0,25.944,0.004,6486,rag_003,rag,90,0.487431,int4,int4,2.437015,3.581644
H5,4.0,25.944,0.004,6486,rag_010,rag,95,0.454946,int4,int4,2.411287,3.703483
H5,4.0,25.944,0.004,6486,prefix_007,prefix,48,0.863395,int4,int4,3.03544,2.930245
H5,4.0,25.944,0.004,6486,prefix_005,prefix,55,0.728291,int4,int4,2.709307,2.992636
H5,4.0,25.944,0.004,6486,rag_009,rag,103,0.382828,int4,int8,2.313548,3.808882
H5,4.0,25.944,0.004,6486,rag_051,rag,56,0.550384,int4,int4,2.187193,3.003056
H5,4.0,25.944,0.004,6486,longtail_086,longtail,74,0.367763,int4,int4,1.860915,3.255087
H5,4.0,25.944,0.004,6486,rag_007,rag,50,0.538277,int4,int4,2.082339,2.946186
H5,4.0,25.944,0.004,6486,rag_017,rag,61,0.345607,int4,int4,1.632007,3.060814
H5,4.0,25.944,0.004,6486,longtail_060,longtail,92,0.210863,int4,int4,1.635781,3.629249
H5,4.0,25.944,0.004,6486,rag_037,rag,34,0.526006,sparse_k,int4,1.862222,2.860877
H5,4.0,25.944,0.004,6486,longtail_024,longtail,53,0.318248,int4,int4,1.456185,2.972925
H5,4.0,25.944,0.004,6486,rag_038,rag,41,0.409188,sparse_k,int4,1.590191,2.886326
H5,4.0,25.944,0.004,6486,longtail_030,longtail,36,0.194314,sparse_k,int4,0.88886,2.866263
H5,4.0,25.944,0.004,6486,longtail_071,longtail,34,0.201726,sparse_k,int4,0.889381,2.860877
H5,4.0,25.944,0.004,6486,longtail_028,longtail,40,0.163265,sparse_k,int4,0.840804,2.881559
H5,4.0,25.944,0.004,6486,longtail_042,longtail,24,0.236443,int4,int8,0.873759,2.61914
H5,4.0,25.944,0.004,6486,longtail_032,longtail,36,0.137895,sparse_k,int4,0.719602,2.866263
H5,4.0,25.944,0.004,6486,longtail_008,longtail,48,0.06603,int4,int4,0.643345,2.930245
H5,4.0,51.888,0.008,6486,prefix_003,prefix,168,0.917029,int4,int8,4.53327,4.444365
